WAP1;WAP2;WAP3;WAP4;WAP5;WAP6;WAP7;WAP8;WAP9;WAP10;WAP11;WAP12;WAP13;WAP14;WAP15;WAP16;WAP17;WAP18;WAP19;WAP20;WAP21;WAP22;WAP23;WAP24;WAP25;WAP26;WAP27;WAP28;WAP29;WAP30;WAP31;WAP32;WAP33;WAP34;WAP35;WAP36;WAP37;Latitude;Longitude;Timestamp;Clusterid
0.1833333333;0;0.1333333333;0;0;0;0.1;0.1;0;0;0.15;0;0;0;0;0;0;0;-1;0.1166666667;0;0;0;-1;0;-1;0;0;0;0.1;0;0.1166666667;0.1;0.1;0;-1;0.15;48.16181;11.58639;1519829913576;17
0;0;0;0;0;0;0;0.1166666667;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;-1;0;0;0;0;0;0.1833333333;0;0;0;-1;0;48.16182;11.58639;1519829914109;18
0;0;0.15;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;-1;0;0;0;0.1;0.1833333333;0.1666666667;0;0;0;-1;0;48.16182;11.58639;1519829914759;11
0;0;0.1666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;-1;0;0;0;0;0.1166666667;0.3;0;0;0;-1;0;48.16183;11.58639;1519829915307;11
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;-1;0;0;0;0;0.2;0;0;0;0;-1;0.1;48.16183;11.58639;1519829915782;10
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;-1;0;0.1166666667;0;0.15;0.1666666667;0.2666666667;0;0;0;-1;0;48.16184;11.5864;1519829916517;11
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;-1;0;0;0;0;0;0.25;0;0;0;-1;0;48.16185;11.5864;1519829917134;18
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;-1;0;0;0;0;0.2;0;0;0;0;-1;0;48.16185;11.5864;1519829917714;10
0;0;0;0;0;0;0.1166666667;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;-1;0;0;0;0;0.1333333333;0.3;0;0;0;-1;0;48.16186;11.5864;1519829918313;11
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;-1;0;0;0;0;0;0.15;0;0;0;-1;0;48.16186;11.5864;1519829918843;18
0;0;0;0;0;0;0.1666666667;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;-1;0;0;0;0;0;0.2166666667;0;0;0;-1;0;48.16187;11.5864;1519829919507;18
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;-1;0;0;0;0;0;0.1666666667;0;0;0;-1;0;48.16187;11.58641;1519829920143;18
0;0;0.1333333333;0;0;0;0.1666666667;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;-1;0;0;0;0;0;0.1333333333;0;0;0;-1;0;48.16188;11.58641;1519829920705;18
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;-1;0;0;0;0;0.1166666667;0;0;0;0;-1;0;48.16188;11.58641;1519829921314;10
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;-1;0;0;0;0;0.15;0.1;0;0;0;-1;0;48.16189;11.58641;1519829921958;10
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0.2;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.16189;11.58641;1519829922514;20
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0.1333333333;-1;0;-1;0;0;0;0;0.2333333333;0;0;0;0;-1;0;48.1619;11.58642;1519829923086;10
0;0;0;0;0;0;0.1333333333;0;0;0;0;0;0;0.1166666667;0;0;0;0;-1;0;0;0.1833333333;0.3666666667;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.1619;11.58642;1519829923664;7
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0.15;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.16192;11.58642;1519829924920;3
0;0;0;0;0;0;0.1833333333;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0.2166666667;0.2833333333;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.16192;11.58642;1519829925538;7
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0.3166666667;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.16193;11.58643;1519829926168;20
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0.25;0.45;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.16193;11.58643;1519829926704;7
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0.25;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.16194;11.58643;1519829927865;20
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0.25;0.3166666667;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.16195;11.58643;1519829928447;7
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0.3166666667;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.16195;11.58643;1519829929092;19
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0.2833333333;0.1833333333;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.16196;11.58644;1519829930268;7
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0.15;0.15;-1;0;-1;0.1;0;0;0;0;0;0;0;0;-1;0;48.16197;11.58644;1519829930875;3
0;0;0;0;0;0;0;0;0;0;0;0;0;0.1666666667;0;0;0;0;-1;0;0;0.35;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.16197;11.58644;1519829931311;19
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0.35;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.16198;11.58644;1519829931993;19
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0.35;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.16198;11.58645;1519829932583;19
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0.2833333333;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.16199;11.58645;1519829933129;19
0;0;0;0;0;0;0;0;0;0;0;0;0;0.15;0;0;0;0;-1;0;0;0.2833333333;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.16199;11.58645;1519829933749;19
0;0;0;0;0;0;0;0;0;0;0;0;0;0.2333333333;0;0;0;0;-1;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.16201;11.58645;1519829934938;9
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0.1;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.16201;11.58646;1519829935534;3
0;0;0;0;0;0;0;0;0;0;0;0;0;0.15;0;0;0;0;-1;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.16202;11.58646;1519829935956;9
0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;-1;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.16203;11.58646;1519829936724;9
0;0;0;0;0;0;0;0;0;0;0;0;0;0.2666666667;0;0;0;0;-1;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.16204;11.58646;1519829937321;9
0;0;0;0;0;0;0;0;0;0;0;0;0;0.35;0;0;0;0;-1;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.16205;11.58647;1519829938478;9
0;0;0;0;0;0;0;0;0;0;0;0;0;0.2666666667;0;0;0;0;-1;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.16205;11.58647;1519829939082;9
0;0;0;0;0;0;0;0;0;0;0;0;0;0.2666666667;0;0;0;0;-1;0;0;0;0;-1;0;-1;0.15;0;0;0;0;0;0;0;0;-1;0;48.16207;11.58647;1519829940095;9
0;0;0;0;0;0;0;0;0;0;0;0;0;0.1833333333;0;0;0;0;-1;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.16207;11.58648;1519829940900;9
0;0;0;0;0;0;0;0;0;0;0;0;0;0.1166666667;0;0;0;0;-1;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;48.16207;11.58648;1519829941358;9
0;0;0;0;0;0;0;0;0;0;0;0;0;0.2666666667;0;0;0;0;-1;0;0;0;0;-1;0;-1;0.3;0;0;0;0;0;0;0;0;-1;0;48.16208;11.58648;1519829942009;23
0;0;0;0;0;0;0;0;0;0;0;0;0;0.1166666667;0;0;0;0;-1;0;0;0;0;-1;0;-1;0.3333333333;0;0;0;0;0;0;0;0;-1;0;48.16209;11.58648;1519829943163;23
