WAP1;WAP2;WAP3;WAP4;WAP5;WAP6;WAP7;WAP8;WAP9;WAP10;WAP11;WAP12;WAP13;WAP14;WAP15;WAP16;WAP17;WAP18;WAP19;WAP20;WAP21;WAP22;WAP23;WAP24;WAP25;WAP26;WAP27;WAP28;WAP29;WAP30;WAP31;WAP32;WAP33;WAP34;WAP35;WAP36;WAP37;Latitude;Longitude;Timestamp;Clusterid
0.1833333333;0;0.15;0;0;0;0.1333333333;0.1666666667;0;-1;0;0;0;0;0;-1;0;0;0;0.1166666667;0;0;0;-1;0;0;0;-1;0;0.15;0;0.15;0;0.15;0;-1;-1;48.16181;11.58639;1519831702006;11
0;0;0.1;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0.1;0.25;0;0;0;-1;-1;48.16183;11.58639;1519831703762;17
0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0.1166666667;0.2333333333;0;0;0;-1;-1;48.16184;11.58639;1519831704306;17
0;0;0;0;0;0;0.15;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0.1;0.2833333333;0;0;0;-1;-1;48.16184;11.5864;1519831704872;3
0;0;0;0;0;0;0.1666666667;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0;0.2666666667;0;0;0;-1;-1;48.16185;11.5864;1519831705365;3
0;0;0.1;0;0;0;0.1166666667;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0.1333333333;0.2666666667;0;0;0;-1;-1;48.16186;11.5864;1519831706071;3
0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0.1;-1;0;0;0;-1;0;0;0.15;0.2333333333;0;0;0;-1;-1;48.16186;11.5864;1519831706505;17
0;0;0.1;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0.1333333333;-1;0;0;0;-1;0;0;0.1666666667;0.1;0;0;0;-1;-1;48.16187;11.5864;1519831707227;17
0;0;0;0;0;0;0.2833333333;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0.1;-1;0;0;0;-1;0;0;0;0.1333333333;0;0;0;-1;-1;48.16188;11.58641;1519831708400;3
0;0;0;0;0;0;0.2166666667;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0.1833333333;0.35;-1;0;0;0;-1;0;0;0.3166666667;0;0;0;0;-1;-1;48.16188;11.58641;1519831708991;8
